mysql> select i.f,i.c,e.f,e.c from incomefamily i,expensefamily e where i.f=e.f;
+------+------+------+------+
| f    | c    | f    | c    |
| 1862 |    3 | 1862 |  398 |
| 1863 |    9 | 1863 |  435 |
| 1864 |    9 | 1864 |  456 |
| 1865 |    6 | 1865 |  434 |
| 1866 |   12 | 1866 |  452 |
| 1868 |    3 | 1868 |  237 |
|  187 |    6 | 187  |  364 |
| 1871 |    3 | 1871 |  352 |
| 1872 |    6 | 1872 |  485 |
| 1873 |    6 | 1873 |  265 |
| 1874 |    3 | 1874 |  280 |
| 1875 |   12 | 1875 |  320 |
| 1876 |    9 | 1876 |  414 |
| 1879 |    6 | 1879 |  307 |
|  188 |   12 | 188  |  386 |
| 1880 |    9 | 1880 |  216 |
| 1881 |    9 | 1881 |  192 |
| 1882 |    6 | 1882 |  192 |
| 1883 |    6 | 1883 |  259 |
| 1884 |    6 | 1884 |  493 |
| 1886 |    6 | 1886 |  413 |
| 1888 |    6 | 1888 |  392 |
| 1889 |    6 | 1889 |  384 |
| 1890 |    3 | 1890 |  380 |
| 1891 |    6 | 1891 |  457 |
| 1893 |    3 | 1893 |  297 |
| 1894 |    3 | 1894 |  384 |
| 1895 |    3 | 1895 |  374 |
| 1896 |    6 | 1896 |  397 |
| 1897 |    6 | 1897 |  292 |
| 1898 |    6 | 1898 |  331 |
| 1899 |    3 | 1899 |  302 |
|  190 |    3 | 190  |  404 |
| 1900 |    6 | 1900 |  269 |
| 1901 |    6 | 1901 |  289 |
| 1902 |   18 | 1902 |  363 |
| 1903 |    6 | 1903 |  280 |
| 1904 |    6 | 1904 |  318 |
| 1905 |    6 | 1905 |  433 |
| 1906 |   12 | 1906 |  441 |
| 1907 |    3 | 1907 |  407 |
| 1908 |    6 | 1908 |  444 |
|  191 |    6 | 191  |  386 |
| 1910 |    9 | 1910 |  354 |
| 1911 |    9 | 1911 |  318 |
| 1913 |    9 | 1913 |  618 |
| 1914 |    3 | 1914 |  589 |
| 1915 |   21 | 1915 |  337 |
| 1917 |    3 | 1917 |  355 |
| 1918 |   12 | 1918 |  613 |
| 1919 |    3 | 1919 |  347 |
| 1920 |   12 | 1920 |  333 |
| 1922 |   15 | 1922 |  316 |
| 1923 |   15 | 1923 |  329 |
| 1924 |   15 | 1924 |  403 |
| 1925 |    9 | 1925 |  267 |
| 1926 |    3 | 1926 |  349 |
| 1927 |   15 | 1927 |  308 |
| 1928 |   12 | 1928 |  299 |
| 1930 |    6 | 1930 |  370 |
| 1931 |   21 | 1931 |  342 |
| 1933 |    9 | 1933 |  337 |
| 1934 |    6 | 1934 |  380 |
| 1936 |    3 | 1936 |  342 |
| 1937 |    6 | 1937 |  374 |
| 1938 |   15 | 1938 |  419 |
| 1939 |    6 | 1939 |  390 |
| 1941 |    6 | 1941 |  377 |
| 1942 |    6 | 1942 |  421 |
| 1943 |    3 | 1943 |  412 |
| 1944 |    9 | 1944 |  386 |
| 1945 |    9 | 1945 |  427 |
| 1947 |    6 | 1947 |  371 |
| 1948 |    6 | 1948 |  428 |
| 1949 |    9 | 1949 |  407 |
|  195 |   18 | 195  |  659 |
| 1951 |   12 | 1951 |  407 |
| 1952 |   12 | 1952 |  628 |
| 1953 |    6 | 1953 |  608 |
| 1954 |    9 | 1954 |  370 |
| 1955 |    6 | 1955 |  352 |
| 1956 |    9 | 1956 |  586 |
| 1957 |    9 | 1957 |  589 |
| 1958 |    6 | 1958 |  594 |
| 1959 |    9 | 1959 |  400 |
| 1960 |    9 | 1960 |  583 |
| 1961 |    9 | 1961 |  356 |
| 1962 |    6 | 1962 |  329 |
| 1963 |    9 | 1963 |  285 |
| 1964 |    9 | 1964 |  479 |
| 1966 |    6 | 1966 |  331 |
| 1967 |    9 | 1967 |  355 |
| 1969 |    9 | 1969 |  348 |
| 1970 |    9 | 1970 |  498 |
| 1971 |   12 | 1971 |  272 |
| 1972 |   12 | 1972 |  300 |
| 1973 |    3 | 1973 |  280 |
| 1974 |    6 | 1974 |  303 |
| 1975 |    6 | 1975 |  334 |
| 1976 |    6 | 1976 |  359 |
| 1978 |    6 | 1978 |  336 |
| 1979 |    3 | 1979 |  301 |
|  198 |    6 | 198  |  434 |
| 1980 |    9 | 1980 |  363 |
| 1981 |    6 | 1981 |  372 |
| 1983 |    6 | 1983 |  389 |
| 1984 |    6 | 1984 |  338 |
| 1985 |    6 | 1985 |  365 |
| 1986 |    9 | 1986 |  335 |
| 1987 |    6 | 1987 |  343 |
| 1988 |    6 | 1988 |  468 |
| 1990 |    3 | 1990 |  460 |
| 1991 |    6 | 1991 |  374 |
| 1992 |    6 | 1992 |  367 |
| 1993 |    6 | 1993 |  421 |
| 1994 |    9 | 1994 |  480 |
| 1995 |    6 | 1995 |  485 |
| 1996 |    9 | 1996 |  444 |
| 1999 |    9 | 1999 |  467 |
| 2000 |    9 | 2000 |  505 |
| 2001 |   12 | 2001 |  410 |
| 2004 |   18 | 2004 |  535 |
| 2005 |    9 | 2005 |  463 |
| 2006 |   12 | 2006 |  466 |
| 2007 |    6 | 2007 |  456 |
| 2009 |   18 | 2009 |  418 |
|  201 |    6 | 201  |  457 |
| 2010 |    6 | 2010 |  490 |
| 2011 |    6 | 2011 |  478 |
| 2012 |    9 | 2012 |  463 |
| 2013 |    3 | 2013 |  406 |
| 2014 |   15 | 2014 |  501 |
| 2015 |    9 | 2015 |  430 |
| 2017 |    6 | 2017 |  423 |
| 2018 |    3 | 2018 |  472 |
| 2019 |   12 | 2019 |  434 |
|  202 |    6 | 202  |  619 |
| 2020 |    6 | 2020 |  349 |
| 2022 |    9 | 2022 |  424 |
| 2023 |    6 | 2023 |  382 |
| 2024 |    6 | 2024 |  385 |
| 2026 |    6 | 2026 |  470 |
| 2027 |    9 | 2027 |  448 |
| 2028 |    9 | 2028 |  426 |
| 2029 |    9 | 2029 |  385 |
| 2030 |    9 | 2030 |  378 |
| 2031 |    6 | 2031 |  372 |
| 2032 |    3 | 2032 |  380 |
| 2033 |    6 | 2033 |  380 |
| 2036 |    6 | 2036 |  394 |
| 2037 |    3 | 2037 |  378 |
| 2038 |    9 | 2038 |  376 |
| 2039 |    6 | 2039 |  371 |
| 2040 |    9 | 2040 |  383 |
|  205 |    9 | 205  |  644 |
| 2052 |    6 | 2052 |  501 |
| 2053 |   12 | 2053 |  467 |
| 2054 |   15 | 2054 |  468 |
| 2055 |    6 | 2055 |  473 |
| 2056 |    9 | 2056 |  482 |
| 2057 |    9 | 2057 |  459 |
| 2058 |   12 | 2058 |  473 |
| 2059 |    9 | 2059 |  460 |
| 2060 |   12 | 2060 |  476 |
| 2061 |    9 | 2061 |  462 |
| 2062 |   12 | 2062 |  444 |
| 2063 |    3 | 2063 |  393 |
| 2064 |    6 | 2064 |  445 |
| 2065 |    6 | 2065 |  463 |
| 2066 |    6 | 2066 |  425 |
| 2067 |    9 | 2067 |  406 |
| 2068 |    6 | 2068 |  432 |
| 2069 |    6 | 2069 |  343 |
|  207 |    6 | 207  |  374 |
| 2070 |    6 | 2070 |  480 |
| 2072 |    3 | 2072 |  438 |
| 2073 |   15 | 2073 |  525 |
| 2074 |   15 | 2074 |  570 |
| 2075 |   12 | 2075 |  467 |
| 2076 |   18 | 2076 |  483 |
| 2077 |    6 | 2077 |  538 |
| 2078 |    6 | 2078 |  527 |
| 2079 |    6 | 2079 |  508 |
|  208 |    9 | 208  |  390 |
| 2080 |    3 | 2080 |  558 |
| 2081 |    3 | 2081 |  515 |
| 2082 |    9 | 2082 |  486 |
| 2083 |    3 | 2083 |  492 |
| 2084 |    9 | 2084 |  462 |
| 2085 |    9 | 2085 |  502 |
| 2086 |   12 | 2086 |  506 |
| 2087 |    9 | 2087 |  507 |
| 2088 |    6 | 2088 |  471 |
| 2089 |    6 | 2089 |  493 |
|  209 |    6 | 209  |  647 |
| 2090 |    9 | 2090 |  532 |
| 2091 |    9 | 2091 |  527 |
| 2092 |    3 | 2092 |  466 |
| 2093 |    6 | 2093 |  463 |
| 2094 |   12 | 2094 |  458 |
| 2095 |    9 | 2095 |  448 |
| 2096 |    9 | 2096 |  417 |
| 2097 |    9 | 2097 |  466 |
| 2098 |   12 | 2098 |  437 |
| 2099 |   12 | 2099 |  654 |
|   21 |   15 | 21   |  490 |
| 2100 |   12 | 2100 |  478 |
| 2101 |    9 | 2101 |  467 |
| 2102 |   12 | 2102 |  418 |
| 2104 |    9 | 2104 |  443 |
| 2105 |    6 | 2105 |  430 |
| 2106 |    3 | 2106 |  532 |
| 2107 |   39 | 2107 |  404 |
| 2108 |   18 | 2108 |  419 |
| 2109 |    3 | 2109 |  358 |
|  211 |    9 | 211  |  494 |
| 2110 |   18 | 2110 |  443 |
| 2112 |    9 | 2112 |  434 |
| 2113 |   12 | 2113 |  637 |
| 2114 |    6 | 2114 |  463 |
| 2115 |    6 | 2115 |  397 |
| 2118 |    3 | 2118 |  468 |
| 2119 |    3 | 2119 |  395 |
|  212 |    3 | 212  |  603 |
| 2120 |    3 | 2120 |  417 |
| 2121 |    3 | 2121 |  456 |
| 2122 |    9 | 2122 |  619 |
| 2123 |    3 | 2123 |  402 |
| 2125 |    3 | 2125 |  916 |
| 2126 |   12 | 2126 |  502 |
| 2127 |   12 | 2127 |  466 |
| 2128 |    9 | 2128 |  489 |
| 2129 |    9 | 2129 |  477 |
|  213 |    3 | 213  |  400 |
| 2130 |    9 | 2130 |  435 |
| 2131 |    9 | 2131 |  481 |
| 2133 |   27 | 2133 |  436 |
| 2134 |    9 | 2134 |  488 |
| 2135 |    6 | 2135 |  498 |
| 2136 |   15 | 2136 |  456 |
| 2137 |    6 | 2137 |  457 |
| 2138 |    3 | 2138 |  519 |
| 2139 |    6 | 2139 |  556 |
| 2140 |    3 | 2140 |  569 |
| 2141 |   15 | 2141 |  514 |
| 2142 |    3 | 2142 |  546 |
| 2143 |    3 | 2143 |  519 |
| 2144 |    6 | 2144 |  504 |
| 2145 |    6 | 2145 |  560 |
| 2146 |    9 | 2146 |  526 |
| 2147 |    6 | 2147 |  505 |
| 2148 |    6 | 2148 |  517 |
|  215 |    6 | 215  |  368 |
| 2150 |    3 | 2150 |  402 |
| 2151 |    6 | 2151 |  352 |
| 2153 |    6 | 2153 |  327 |
| 2154 |   21 | 2154 |  344 |
| 2155 |   12 | 2155 |  343 |
| 2158 |    6 | 2158 |  366 |
|  216 |    6 | 216  |  354 |
| 2163 |    3 | 2163 |  403 |
| 2164 |    9 | 2164 |  417 |
| 2167 |    9 | 2167 |  445 |
| 2168 |    6 | 2168 |  488 |
| 2169 |    9 | 2169 |  372 |
|  217 |    6 | 217  |  332 |
| 2170 |    9 | 2170 |  433 |
| 2172 |   12 | 2172 |  388 |
| 2173 |    6 | 2173 |  482 |
| 2177 |    6 | 2177 |  492 |
| 2178 |   15 | 2178 |  369 |
| 2179 |    9 | 2179 |  342 |
|  218 |   12 | 218  |  415 |
| 2180 |    6 | 2180 |  338 |
| 2181 |    6 | 2181 |  378 |
| 2182 |    9 | 2182 |  416 |
| 2183 |    3 | 2183 |  460 |
| 2184 |    3 | 2184 |  496 |
| 2185 |    9 | 2185 |  454 |
| 2186 |    9 | 2186 |  430 |
| 2187 |    6 | 2187 |  318 |
| 2188 |    6 | 2188 |  240 |
| 2189 |    3 | 2189 |  313 |
|  219 |   18 | 219  |  386 |
| 2190 |    6 | 2190 |  347 |
| 2191 |    6 | 2191 |  314 |
| 2192 |    6 | 2192 |  323 |
| 2193 |    3 | 2193 |  341 |
| 2194 |    6 | 2194 |  331 |
| 2195 |   15 | 2195 |  312 |
| 2196 |   12 | 2196 |  321 |
| 2197 |   12 | 2197 |  322 |
| 2198 |    9 | 2198 |  337 |
| 2200 |   12 | 2200 |  324 |
| 2202 |    3 | 2202 |  330 |
| 2203 |    6 | 2203 |  329 |
| 2204 |    6 | 2204 |  321 |
| 2205 |    6 | 2205 |  262 |
| 2206 |    3 | 2206 |  282 |
| 2208 |    3 | 2208 |  277 |
| 2209 |    3 | 2209 |  291 |
|  221 |   12 | 221  |  351 |
| 2210 |    9 | 2210 |  280 |
| 2211 |    3 | 2211 |  247 |
| 2212 |    3 | 2212 |  286 |
| 2213 |    6 | 2213 |  266 |
| 2215 |    6 | 2215 |  260 |
| 2216 |    6 | 2216 |  262 |
| 2217 |    9 | 2217 |  276 |
| 2218 |    6 | 2218 |  243 |
| 2220 |    9 | 2220 |  318 |
| 2221 |    6 | 2221 |  321 |
| 2223 |    6 | 2223 |  272 |
| 2224 |   12 | 2224 |  302 |
| 2225 |    6 | 2225 |  278 |
| 2227 |    6 | 2227 |  304 |
| 2228 |    3 | 2228 |  345 |
| 2229 |    9 | 2229 |  293 |
|  223 |    6 | 223  |  406 |
| 2230 |    9 | 2230 |  345 |
| 2233 |    9 | 2233 |  317 |
| 2234 |    6 | 2234 |  309 |
| 2235 |   15 | 2235 |  343 |
| 2236 |    9 | 2236 |  247 |
| 2238 |   12 | 2238 |  377 |
| 2241 |    6 | 2241 |  296 |
| 2242 |    9 | 2242 |  421 |
| 2243 |   18 | 2243 |  555 |
| 2244 |   18 | 2244 |  400 |
| 2245 |   39 | 2245 |  470 |
| 2246 |    9 | 2246 |  382 |
| 2247 |   15 | 2247 |  456 |
| 2248 |    9 | 2248 |  332 |
| 2249 |    9 | 2249 |  357 |
|  225 |   15 | 225  |  406 |
| 2250 |   21 | 2250 |  422 |
| 2251 |   12 | 2251 |  533 |
| 2252 |   12 | 2252 |  524 |
| 2254 |   15 | 2254 |  346 |
| 2255 |   15 | 2255 |  310 |
| 2256 |    3 | 2256 |  346 |
| 2257 |    3 | 2257 |  311 |
| 2258 |    3 | 2258 |  320 |
| 2259 |    6 | 2259 |  321 |
|  226 |    6 | 226  |  388 |
| 2260 |    9 | 2260 |  310 |
| 2262 |    6 | 2262 |  312 |
| 2263 |   15 | 2263 |  398 |
| 2264 |   15 | 2264 |  367 |
| 2265 |    9 | 2265 |  336 |
| 2266 |   21 | 2266 |  381 |
| 2268 |    9 | 2268 |  368 |
| 2269 |   12 | 2269 |  334 |
|  227 |    9 | 227  |  340 |
| 2270 |   12 | 2270 |  339 |
| 2271 |   18 | 2271 |  325 |
| 2272 |   15 | 2272 |  383 |
| 2273 |   18 | 2273 |  358 |
| 2274 |    9 | 2274 |  407 |
| 2275 |    3 | 2275 |  404 |
| 2277 |    9 | 2277 |  428 |
| 2278 |    3 | 2278 |  403 |
| 2279 |    6 | 2279 |  398 |
| 2280 |    6 | 2280 |  395 |
| 2281 |    6 | 2281 |  402 |
| 2282 |    3 | 2282 |  402 |
| 2284 |    3 | 2284 |  405 |
| 2286 |    6 | 2286 |  512 |
| 2287 |    6 | 2287 |  445 |
| 2288 |    3 | 2288 |  465 |
|  229 |    6 | 229  |  368 |
| 2290 |    3 | 2290 |  470 |
| 2291 |    3 | 2291 |  421 |
| 2292 |    3 | 2292 |  463 |
| 2293 |    6 | 2293 |  500 |
| 2294 |   12 | 2294 |  486 |
| 2295 |    3 | 2295 |  608 |
| 2297 |    9 | 2297 |  477 |
| 2298 |   21 | 2298 |  495 |
| 2299 |    9 | 2299 |  529 |
|   23 |    9 | 23   |  390 |
|  230 |    3 | 230  |  313 |
| 2300 |    3 | 2300 |  494 |
| 2301 |    3 | 2301 |  467 |
| 2302 |    9 | 2302 |  531 |
| 2303 |    3 | 2303 |  474 |
| 2305 |    3 | 2305 |  588 |
| 2306 |    3 | 2306 |  552 |
| 2307 |    9 | 2307 |  364 |
| 2308 |   15 | 2308 |  441 |
| 2309 |   12 | 2309 |  415 |
|  231 |    6 | 231  |  312 |
| 2311 |    6 | 2311 |  519 |
| 2312 |   15 | 2312 |  469 |
| 2313 |    9 | 2313 |  337 |
| 2314 |   15 | 2314 |  399 |
| 2317 |    9 | 2317 |  402 |
| 2320 |    6 | 2320 |  387 |
| 2321 |   12 | 2321 |  406 |
| 2322 |    3 | 2322 |  378 |
| 2323 |    3 | 2323 |  414 |
| 2324 |   12 | 2324 |  498 |
| 2325 |   12 | 2325 |  499 |
| 2326 |   12 | 2326 |  519 |
| 2328 |    6 | 2328 |  450 |
|  233 |    6 | 233  |  292 |
| 2330 |    9 | 2330 |  516 |
| 2332 |   21 | 2332 |  506 |
| 2333 |   15 | 2333 |  314 |
| 2335 |   12 | 2335 |  333 |
| 2336 |   24 | 2336 |  348 |
| 2337 |    9 | 2337 |  319 |
| 2338 |    6 | 2338 |  351 |
| 2339 |    9 | 2339 |  322 |
|  234 |   12 | 234  |  729 |
| 2340 |   12 | 2340 |  397 |
| 2341 |    9 | 2341 |  416 |
| 2342 |    9 | 2342 |  420 |
| 2343 |   21 | 2343 |  412 |
| 2344 |    3 | 2344 |  419 |
| 2346 |    6 | 2346 |  418 |
| 2347 |    6 | 2347 |  415 |
| 2348 |   15 | 2348 |  455 |
| 2349 |   15 | 2349 |  528 |
| 2350 |   15 | 2350 |  477 |
| 2351 |   15 | 2351 |  490 |
| 2352 |    9 | 2352 |  541 |
| 2354 |   18 | 2354 |  515 |
| 2355 |    6 | 2355 |  490 |
| 2358 |   18 | 2358 |  385 |
| 2359 |    6 | 2359 |  401 |
| 2360 |    6 | 2360 |  407 |
| 2361 |    6 | 2361 |  393 |
| 2363 |    3 | 2363 |  399 |
| 2364 |    9 | 2364 |  393 |
| 2365 |   15 | 2365 |  518 |
| 2366 |   12 | 2366 |  528 |
| 2367 |    9 | 2367 |  526 |
| 2368 |    9 | 2368 |  490 |
| 2369 |   15 | 2369 |  481 |
|  237 |   12 | 237  |  748 |
| 2370 |   15 | 2370 |  524 |
| 2371 |    9 | 2371 |  499 |
| 2372 |    9 | 2372 |  498 |
| 2374 |    3 | 2374 |  484 |
| 2375 |    6 | 2375 |  567 |
| 2376 |    6 | 2376 |  398 |
| 2377 |    3 | 2377 |  355 |
| 2378 |    6 | 2378 |  436 |
| 2380 |    6 | 2380 |  294 |
| 2381 |    6 | 2381 |  308 |
| 2382 |    6 | 2382 |  284 |
| 2383 |    6 | 2383 |  310 |
| 2384 |   15 | 2384 |  306 |
| 2385 |    6 | 2385 |  318 |
| 2386 |    9 | 2386 |  325 |
| 2387 |    3 | 2387 |  385 |
| 2389 |    6 | 2389 |  287 |
|  239 |    6 | 239  |  599 |
| 2390 |    6 | 2390 |  312 |
| 2392 |    6 | 2392 |  451 |
| 2394 |   12 | 2394 |  253 |
| 2396 |    3 | 2396 |  374 |
| 2398 |    3 | 2398 |  408 |
| 2399 |    3 | 2399 |  397 |
|   24 |    9 | 24   |  381 |
| 2400 |    6 | 2400 |  312 |
| 2401 |    9 | 2401 |  279 |
| 2402 |    9 | 2402 |  302 |
| 2403 |    9 | 2403 |  288 |
| 2404 |   18 | 2404 |  342 |
| 2405 |   12 | 2405 |  365 |
| 2406 |    3 | 2406 |  275 |
| 2407 |    3 | 2407 |  317 |
|  241 |    9 | 241  |  580 |
| 2410 |    3 | 2410 |  389 |
| 2411 |   12 | 2411 |  471 |
| 2415 |    3 | 2415 |  346 |
| 2419 |   15 | 2419 |  470 |
|  242 |    6 | 242  |  670 |
| 2420 |    6 | 2420 |  529 |
| 2421 |    3 | 2421 |  540 |
| 2422 |    3 | 2422 |  576 |
| 2423 |   12 | 2423 |  511 |
| 2424 |    9 | 2424 |  545 |
| 2425 |   12 | 2425 |  561 |
| 2426 |    6 | 2426 |  521 |
| 2427 |    3 | 2427 |  546 |
| 2429 |    9 | 2429 |  493 |
|  243 |    6 | 243  |  567 |
| 2431 |    9 | 2431 |  498 |
| 2432 |    3 | 2432 |  358 |
| 2434 |    3 | 2434 |  472 |
| 2438 |   42 | 2438 |  411 |
|  244 |   18 | 244  |  580 |
| 2440 |   12 | 2440 |  412 |
| 2441 |    6 | 2441 |  422 |
| 2442 |   18 | 2442 |  416 |
| 2444 |    6 | 2444 |  379 |
| 2445 |    6 | 2445 |  362 |
| 2447 |    9 | 2447 |  520 |
| 2448 |   15 | 2448 |  360 |
|  245 |   12 | 245  |  593 |
| 2450 |   15 | 2450 |  388 |
| 2451 |   15 | 2451 |  457 |
| 2452 |    9 | 2452 |  305 |
| 2453 |    9 | 2453 |  367 |
| 2455 |    6 | 2455 |  395 |
| 2456 |   15 | 2456 |  415 |
| 2457 |   15 | 2457 |  427 |
| 2459 |   12 | 2459 |  426 |
|  246 |    6 | 246  |  513 |
| 2460 |    9 | 2460 |  383 |
| 2462 |    6 | 2462 |  341 |
| 2463 |   18 | 2463 |  381 |
| 2464 |    6 | 2464 |  407 |
| 2466 |   12 | 2466 |  402 |
| 2467 |    3 | 2467 |  363 |
| 2468 |   12 | 2468 |  397 |
| 2469 |    9 | 2469 |  394 |
|  247 |    6 | 247  |  548 |
| 2470 |    6 | 2470 |  400 |
| 2471 |    9 | 2471 |  394 |
| 2472 |    9 | 2472 |  413 |
| 2473 |    6 | 2473 |  412 |
| 2474 |    9 | 2474 |  426 |
| 2475 |    9 | 2475 |  449 |
| 2476 |    6 | 2476 |  417 |
| 2477 |    9 | 2477 |  456 |
| 2478 |    9 | 2478 |  387 |
| 2479 |    6 | 2479 |  427 |
| 2480 |    9 | 2480 |  399 |
| 2481 |    3 | 2481 |  381 |
| 2482 |   12 | 2482 |  424 |
| 2483 |    3 | 2483 |  394 |
| 2484 |   27 | 2484 |  382 |
| 2485 |    3 | 2485 |  373 |
| 2486 |   12 | 2486 |  401 |
| 2487 |    3 | 2487 |  383 |
| 2488 |    3 | 2488 |  390 |
| 2489 |    9 | 2489 |  380 |
|  249 |   12 | 249  |  599 |
| 2490 |    3 | 2490 |  391 |
| 2491 |    3 | 2491 |  370 |
| 2492 |    6 | 2492 |  413 |
| 2493 |    9 | 2493 |  398 |
| 2494 |    6 | 2494 |  410 |
| 2495 |    9 | 2495 |  404 |
| 2496 |    3 | 2496 |  401 |
| 2497 |    6 | 2497 |  383 |
| 2498 |    6 | 2498 |  416 |
| 2499 |    6 | 2499 |  406 |
| 2503 |    3 | 2503 |  423 |
| 2504 |    9 | 2504 |  390 |
| 2505 |    6 | 2505 |  412 |
| 2506 |    6 | 2506 |  361 |
| 2507 |    3 | 2507 |  343 |
| 2508 |    3 | 2508 |  420 |
| 2509 |    3 | 2509 |  336 |
| 2510 |    6 | 2510 |  467 |
| 2511 |    9 | 2511 |  502 |
| 2513 |    6 | 2513 |  486 |
| 2515 |    6 | 2515 |  461 |
| 2518 |    6 | 2518 |  516 |
| 2519 |   15 | 2519 |  555 |
|  252 |   21 | 252  |  663 |
| 2520 |    3 | 2520 |  550 |
| 2522 |    6 | 2522 |  522 |
| 2523 |    6 | 2523 |  595 |
| 2524 |    6 | 2524 |  559 |
| 2525 |    3 | 2525 |  558 |
| 2526 |    6 | 2526 |  551 |
| 2527 |    6 | 2527 |  531 |
| 2530 |   15 | 2530 |  497 |
| 2531 |   12 | 2531 |  464 |
| 2533 |   12 | 2533 |  456 |
| 2534 |    9 | 2534 |  488 |
| 2535 |   12 | 2535 |  478 |
| 2536 |    9 | 2536 |  397 |
| 2537 |   12 | 2537 |  507 |
| 2538 |   12 | 2538 |  488 |
|  254 |    9 | 254  |  533 |
| 2540 |    9 | 2540 |  432 |
| 2541 |    3 | 2541 |  378 |
| 2542 |    6 | 2542 |  358 |
| 2544 |    3 | 2544 |  404 |
| 2545 |    3 | 2545 |  395 |
| 2546 |   18 | 2546 |  339 |
| 2547 |   12 | 2547 |  353 |
| 2548 |   18 | 2548 |  380 |
| 2549 |    6 | 2549 |  247 |
| 2550 |    9 | 2550 |  396 |
| 2551 |   15 | 2551 |  406 |
| 2552 |   12 | 2552 |  382 |
| 2553 |    3 | 2553 |  372 |
| 2555 |   15 | 2555 |  344 |
| 2556 |    3 | 2556 |  390 |
| 2557 |   12 | 2557 |  355 |
| 2558 |    3 | 2558 |  389 |
| 2559 |    3 | 2559 |  373 |
|  256 |    6 | 256  |  581 |
| 2560 |    6 | 2560 |  394 |
| 2561 |   12 | 2561 |  378 |
| 2562 |    9 | 2562 |  366 |
| 2563 |   21 | 2563 |  406 |
| 2564 |    3 | 2564 |  428 |
| 2566 |    3 | 2566 |  480 |
| 2567 |    6 | 2567 |  600 |
| 2569 |    3 | 2569 |  214 |
| 2570 |    9 | 2570 |  350 |
| 2572 |    9 | 2572 |  212 |
| 2573 |    9 | 2573 |  304 |
| 2575 |    9 | 2575 |  361 |
| 2577 |    3 | 2577 |  128 |
| 2578 |    3 | 2578 |  187 |
| 2579 |    6 | 2579 |  210 |
|  258 |   12 | 258  |  667 |
| 2581 |    6 | 2581 |  225 |
| 2583 |    6 | 2583 |  273 |
| 2584 |    9 | 2584 |  260 |
| 2585 |    9 | 2585 |  266 |
| 2586 |    3 | 2586 |  261 |
| 2587 |    6 | 2587 |  245 |
|  259 |    9 | 259  |  630 |
| 2590 |    3 | 2590 |  259 |
| 2591 |    3 | 2591 |  289 |
| 2592 |    6 | 2592 |  578 |
| 2593 |    6 | 2593 |  366 |
| 2595 |    6 | 2595 |  235 |
| 2596 |    9 | 2596 |  350 |
| 2597 |    3 | 2597 |  360 |
| 2598 |   12 | 2598 |  266 |
| 2600 |    3 | 2600 |  362 |
| 2601 |    6 | 2601 |  374 |
| 2602 |    6 | 2602 |  266 |
| 2603 |    6 | 2603 |  264 |
| 2604 |    6 | 2604 |  263 |
| 2606 |    6 | 2606 |  248 |
| 2608 |    9 | 2608 |  342 |
| 2609 |    6 | 2609 |  313 |
|  261 |   12 | 261  |  625 |
| 2611 |    6 | 2611 |  238 |
| 2612 |    6 | 2612 |  302 |
| 2613 |    9 | 2613 |  328 |
| 2617 |   15 | 2617 |  290 |
| 2618 |    6 | 2618 |  237 |
|  262 |    9 | 262  |  565 |
| 2620 |    6 | 2620 |  269 |
| 2622 |    6 | 2622 |  251 |
| 2623 |    9 | 2623 |  247 |
| 2624 |    9 | 2624 |  255 |
| 2625 |    3 | 2625 |  254 |
| 2627 |    6 | 2627 |  205 |
| 2629 |    6 | 2629 |  252 |
| 2630 |    9 | 2630 |  298 |
| 2634 |    6 | 2634 |  290 |
| 2635 |    3 | 2635 |  416 |
| 2637 |   15 | 2637 |  449 |
| 2639 |    3 | 2639 |  139 |
|  264 |    9 | 264  |  563 |
| 2640 |    3 | 2640 |  186 |
| 2642 |    3 | 2642 |  261 |
| 2643 |    3 | 2643 |  240 |
| 2644 |    3 | 2644 |  242 |
| 2645 |    6 | 2645 |  264 |
| 2646 |    6 | 2646 |  262 |
| 2649 |   12 | 2649 |  349 |
|  265 |   21 | 265  |  621 |
| 2650 |    9 | 2650 |  333 |
| 2651 |   12 | 2651 |  306 |
| 2652 |    6 | 2652 |  251 |
| 2654 |    9 | 2654 |  328 |
| 2655 |   15 | 2655 |  381 |
| 2656 |    9 | 2656 |  357 |
| 2657 |    9 | 2657 |  301 |
| 2658 |    3 | 2658 |  164 |
|  266 |    6 | 266  |  485 |
| 2660 |    3 | 2660 |  129 |
| 2664 |    6 | 2664 |  248 |
| 2665 |    3 | 2665 |  258 |
| 2669 |    6 | 2669 |  244 |
|  267 |    6 | 267  |  356 |
| 2670 |    3 | 2670 |  261 |
| 2672 |    6 | 2672 |  243 |
| 2673 |    9 | 2673 |  282 |
| 2674 |    6 | 2674 |  316 |
| 2676 |    3 | 2676 |  240 |
| 2677 |    3 | 2677 |  138 |
| 2678 |    3 | 2678 |  134 |
| 2679 |    6 | 2679 |  397 |
|  268 |    6 | 268  |  364 |
| 2681 |    6 | 2681 |  390 |
| 2682 |    9 | 2682 |  372 |
| 2683 |    9 | 2683 |  311 |
| 2684 |    9 | 2684 |  127 |
| 2685 |    6 | 2685 |  175 |
| 2686 |    6 | 2686 |  246 |
| 2688 |   12 | 2688 |  552 |
| 2692 |    3 | 2692 |  233 |
| 2693 |    3 | 2693 |  239 |
| 2694 |    6 | 2694 |  269 |
| 2695 |    9 | 2695 |  397 |
